Episode #,Training Iter,Epoch,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
1670,83.0,0.0,0.0,1014.0,10.0,108.0,110469.0,0.0,121.62071235779158,0.0,0.0,29237.979630231857,,,,,,,,,,,,,,,,,,,,,57.021053713072824,34.933012054019486,115.69371028363656,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1671,83.0,0.0,0.0,1037.0,11.0,23.0,110492.0,0.0,25.997143954413595,0.0,0.0,29240.50273823738,,,,,,,,,,,,,,,,,,,,,8.982002991911992,9.144009252195154,25.84221647633581,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672,83.0,0.0,0.0,1078.0,12.0,41.0,110533.0,0.0,50.856250512867234,0.0,0.0,29244.894414186478,,,,,,,,,,,,,,,,,,,,,25.182406370112552,16.496738080141572,50.02156317103498,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1673,83.0,0.0,0.0,1186.0,13.0,108.0,110641.0,0.0,123.93746721652242,0.0,0.0,29255.645036935806,,,,,,,,,,,,,,,,,,,,,57.65770573804311,33.92046207492098,117.9462094695433,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1674,83.0,0.0,0.0,1251.0,14.0,65.0,110706.0,0.0,118.06251064750319,0.0,0.0,29262.162457942963,,,,,,,,,,,,,,,,,,,,,55.34340718149447,37.10698374592666,114.69446341306873,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1675,83.0,0.0,0.0,1289.0,15.0,38.0,110744.0,0.0,45.04411760960889,0.0,0.0,29266.556624412537,,,,,,,,,,,,,,,,,,,,,17.071176371296133,15.068829259247494,44.48433709735729,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1676,83.0,0.0,0.0,1482.0,16.0,193.0,110937.0,0.0,234.04885957444822,0.0,0.0,29285.59617996216,,,,,,,,,,,,,,,,,,,,,108.331857572642,64.02409616457909,213.5677329611173,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1677,83.0,0.0,0.0,1522.0,17.0,40.0,110977.0,0.0,56.556147115684524,0.0,0.0,29289.90977549553,,,,,,,,,,,,,,,,,,,,,20.214154851611028,18.927368092650976,55.91415770718272,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1678,83.0,0.0,0.0,1676.0,18.0,154.0,111131.0,0.0,243.57756784025142,0.0,0.0,29305.328439474106,,,,,,,,,,,,,,,,,,,,,114.61865084117062,64.18665736146765,226.60443131697255,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679,83.0,0.0,0.0,1720.0,19.0,44.0,111175.0,0.0,66.7304538277223,0.0,0.0,29310.029585123062,,,,,,,,,,,,,,,,,,,,,32.38938606912882,17.830371238307986,65.43612765987272,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680,83.0,0.0,0.0,1795.0,20.0,75.0,111250.0,0.0,115.878295165438,0.0,0.0,29317.547451257706,,,,,,,,,,,,,,,,,,,,,58.46791045329572,36.224480052735736,111.82735056190224,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1681,84.0,0.0,0.0,43.0,1.0,43.0,111293.0,0.0,73.59247667988615,0.0,0.0,29621.274415016174,,,,,,,,,,,,,,,,,,,,,33.22912078366158,23.106428678843084,72.30816851505028,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1682,84.0,0.0,0.0,119.0,2.0,76.0,111369.0,0.0,130.87367315623337,0.0,0.0,29628.92638039589,,,,,,,,,,,,,,,,,,,,,55.0079561833501,38.09479524322119,126.94683520988323,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1683,84.0,0.0,0.0,177.0,3.0,58.0,111427.0,0.0,95.69321498291153,0.0,0.0,29635.362435102463,,,,,,,,,,,,,,,,,,,,,43.888938337272045,30.606533638094778,93.33423168849501,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684,84.0,0.0,0.0,268.0,4.0,91.0,111518.0,0.0,138.85529187842067,0.0,0.0,29644.9841132164,,,,,,,,,,,,,,,,,,,,,62.577228292759834,41.952556208823104,133.42748564758907,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1685,84.0,0.0,0.0,306.0,5.0,38.0,111556.0,0.0,35.7627207219203,0.0,0.0,29648.967958450317,,,,,,,,,,,,,,,,,,,,,14.333936812082458,12.494613591606988,35.357253129454904,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686,84.0,0.0,0.0,332.0,6.0,26.0,111582.0,0.0,30.085800129502935,0.0,0.0,29651.743719816208,,,,,,,,,,,,,,,,,,,,,13.727747662274936,10.590383343711682,29.78842575336477,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1687,84.0,0.0,0.0,410.0,7.0,78.0,111660.0,0.0,146.05296626141697,0.0,0.0,29659.458666324615,,,,,,,,,,,,,,,,,,,,,64.6148701603551,45.60576372845798,141.2954560054641,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1688,84.0,0.0,0.0,498.0,8.0,88.0,111748.0,0.0,120.50186682669208,0.0,0.0,29668.225678682327,,,,,,,,,,,,,,,,,,,,,46.52259435123954,38.437534950497636,116.64104397068016,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1689,84.0,0.0,0.0,550.0,9.0,52.0,111800.0,0.0,97.60777060647762,0.0,0.0,29673.884976387024,,,,,,,,,,,,,,,,,,,,,43.216128532980434,30.171183940119036,95.55153945012339,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1690,84.0,0.0,0.0,604.0,10.0,54.0,111854.0,0.0,67.85362017545727,0.0,0.0,29679.414392232895,,,,,,,,,,,,,,,,,,,,,23.322435688983184,22.87276876207784,66.72759711488473,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1691,84.0,0.0,0.0,693.0,11.0,89.0,111943.0,0.0,90.66150551863394,0.0,0.0,29688.216783046722,,,,,,,,,,,,,,,,,,,,,46.72898157388541,25.994005608472424,86.67589126519728,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1692,84.0,0.0,0.0,774.0,12.0,81.0,112024.0,0.0,112.7077565018093,0.0,0.0,29696.3199634552,,,,,,,,,,,,,,,,,,,,,34.404805138296766,36.78328765546802,110.1411394233143,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1693,84.0,0.0,0.0,805.0,13.0,31.0,112055.0,0.0,26.32145633325816,0.0,0.0,29699.614613056183,,,,,,,,,,,,,,,,,,,,,9.730595361529124,8.086775182510252,26.07192565643797,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1694,84.0,0.0,0.0,847.0,14.0,42.0,112097.0,0.0,80.89186563168968,0.0,0.0,29704.704349517822,,,,,,,,,,,,,,,,,,,,,34.1212781071015,26.95493282424125,79.61792818964248,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1695,84.0,0.0,0.0,874.0,15.0,27.0,112124.0,0.0,23.07552428038678,0.0,0.0,29707.90778517723,,,,,,,,,,,,,,,,,,,,,7.670213724139377,7.6294962661526275,22.914234063728404,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1696,84.0,0.0,0.0,993.0,16.0,119.0,112243.0,0.0,185.07401647043017,0.0,0.0,29719.837021827698,,,,,,,,,,,,,,,,,,,,,82.53494850439363,52.50492872350458,175.60338877256348,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1697,84.0,0.0,0.0,1075.0,17.0,82.0,112325.0,0.0,92.02249488845624,0.0,0.0,29728.39378094673,,,,,,,,,,,,,,,,,,,,,38.21300579013848,26.047647260257392,89.06707349357849,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1698,84.0,0.0,0.0,1103.0,18.0,28.0,112353.0,0.0,32.47912476676332,0.0,0.0,29731.379113197327,,,,,,,,,,,,,,,,,,,,,12.088394059593044,11.702476494266497,32.236263847080686,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1699,84.0,0.0,0.0,1126.0,19.0,23.0,112376.0,0.0,32.102042504356454,0.0,0.0,29733.99518942833,,,,,,,,,,,,,,,,,,,,,12.558713270374128,11.019072452577989,31.876914050324462,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1700,84.0,0.0,0.0,1153.0,20.0,27.0,112403.0,0.0,24.348743797438996,0.0,0.0,29737.18582725525,,,,,,,,,,,,,,,,,,,,,9.277918190147524,8.337044884266186,24.146508877551234,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1701,85.0,0.0,0.0,80.0,1.0,80.0,112483.0,0.0,99.12228056749747,0.0,0.0,29944.603330135345,,,,,,,,,,,,,,,,,,,,,42.248633238205585,32.89170469609273,96.41026045215828,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1702,85.0,0.0,0.0,101.0,2.0,21.0,112504.0,0.0,31.98609112761603,0.0,0.0,29947.160289525986,,,,,,,,,,,,,,,,,,,,,11.602001336009051,10.98522978084777,31.80602935223496,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1703,85.0,0.0,0.0,161.0,3.0,60.0,112564.0,0.0,89.24163862383865,0.0,0.0,29953.37763285637,,,,,,,,,,,,,,,,,,,,,41.467818167187694,28.60948177233352,86.92733728103214,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1704,85.0,0.0,0.0,194.0,4.0,33.0,112597.0,0.0,32.98704586567667,0.0,0.0,29956.830647706985,,,,,,,,,,,,,,,,,,,,,12.23868791947931,11.537988083877712,32.64843338266583,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1705,85.0,0.0,0.0,242.0,5.0,48.0,112645.0,0.0,88.645700198971,0.0,0.0,29961.78732061386,,,,,,,,,,,,,,,,,,,,,37.36988064751276,28.990766486586917,87.0259107234265,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1706,85.0,0.0,0.0,264.0,6.0,22.0,112667.0,0.0,22.266987415448114,0.0,0.0,29964.24796938896,,,,,,,,,,,,,,,,,,,,,9.56432119943355,7.491015448827345,22.10075175181245,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1707,85.0,0.0,0.0,347.0,7.0,83.0,112750.0,0.0,147.16226405516642,0.0,0.0,29972.62836766243,,,,,,,,,,,,,,,,,,,,,65.59206162271707,43.86725063781239,142.00198490831247,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708,85.0,0.0,0.0,410.0,8.0,63.0,112813.0,0.0,115.88097392589263,0.0,0.0,29979.286152362823,,,,,,,,,,,,,,,,,,,,,55.126596665461165,36.45179553508938,112.63315200683022,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709,85.0,0.0,0.0,469.0,9.0,59.0,112872.0,0.0,93.49999766806673,0.0,0.0,29985.588706970215,,,,,,,,,,,,,,,,,,,,,35.67041114605752,29.863794987626406,91.57850884963963,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710,85.0,0.0,0.0,517.0,10.0,48.0,112920.0,0.0,53.07920611793385,0.0,0.0,29990.46960067749,,,,,,,,,,,,,,,,,,,,,19.95053547925077,16.97458067775217,52.225980149248215,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711,85.0,0.0,0.0,554.0,11.0,37.0,112957.0,0.0,27.1841290327872,0.0,0.0,29994.33166718483,,,,,,,,,,,,,,,,,,,,,12.654378823923562,8.671064034951906,26.76942910508308,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1712,85.0,0.0,0.0,626.0,12.0,72.0,113029.0,0.0,88.21431085141525,0.0,0.0,30001.643334388733,,,,,,,,,,,,,,,,,,,,,42.365461085777845,27.365353578896094,85.41900048210302,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1713,85.0,0.0,0.0,670.0,13.0,44.0,113073.0,0.0,65.14211626165765,0.0,0.0,30006.132869958878,,,,,,,,,,,,,,,,,,,,,28.207804339748563,21.84173591981902,64.02896677529252,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1714,85.0,0.0,0.0,757.0,14.0,87.0,113160.0,0.0,107.15831552234482,0.0,0.0,30014.84529566765,,,,,,,,,,,,,,,,,,,,,42.01570582702633,31.2331579244439,103.71026593700144,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1715,85.0,0.0,0.0,787.0,15.0,30.0,113190.0,0.0,36.98091944134274,0.0,0.0,30017.990388154984,,,,,,,,,,,,,,,,,,,,,16.034047318462076,12.822953723928011,36.573007463708855,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1716,85.0,0.0,0.0,978.0,16.0,191.0,113381.0,0.0,276.5484016559024,0.0,0.0,30036.560725688934,,,,,,,,,,,,,,,,,,,,,135.22846120398867,73.92857520553977,251.47243069119455,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1717,85.0,0.0,0.0,1064.0,17.0,86.0,113467.0,0.0,133.74970823870922,0.0,0.0,30045.228355169296,,,,,,,,,,,,,,,,,,,,,60.525693077656975,37.05927777401168,128.80197377961602,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718,85.0,0.0,0.0,1219.0,18.0,155.0,113622.0,0.0,166.25796896959181,0.0,0.0,30061.090775966644,,,,,,,,,,,,,,,,,,,,,75.82396705228352,45.61215022580146,154.8147287191974,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1719,85.0,0.0,0.0,1334.0,19.0,115.0,113737.0,0.0,196.70717923966168,0.0,0.0,30072.710134267807,,,,,,,,,,,,,,,,,,,,,82.14587987630777,56.99440977081669,187.63548639118216,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1720,85.0,0.0,0.0,1448.0,20.0,114.0,113851.0,0.0,153.96947710642576,0.0,0.0,30084.05858540535,,,,,,,,,,,,,,,,,,,,,72.26337707945902,43.81563990593023,146.0233528016178,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721,86.0,0.0,0.0,73.0,1.0,73.0,113924.0,0.0,111.1254392757882,0.0,0.0,30330.57662153244,,,,,,,,,,,,,,,,,,,,,54.56510680581854,39.28276112323516,107.99717292588643,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1722,86.0,0.0,0.0,152.0,2.0,79.0,114003.0,0.0,126.35751660009198,0.0,0.0,30338.684593439102,,,,,,,,,,,,,,,,,,,,,54.50700164971261,40.13051477413401,122.41735039030164,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723,86.0,0.0,0.0,190.0,3.0,38.0,114041.0,0.0,53.165855478907204,0.0,0.0,30342.69053196907,,,,,,,,,,,,,,,,,,,,,24.592738639096734,17.364704898530988,52.33595097662378,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1724,86.0,0.0,0.0,230.0,4.0,40.0,114081.0,0.0,50.97362114938456,0.0,0.0,30346.933871746063,,,,,,,,,,,,,,,,,,,,,21.100881275144616,17.711080440999034,50.22999565970256,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1725,86.0,0.0,0.0,491.0,5.0,261.0,114342.0,0.0,362.2398517427896,0.0,0.0,30372.918315649033,,,,,,,,,,,,,,,,,,,,,169.30561683776168,92.98857976655331,318.68814334668434,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1726,86.0,0.0,0.0,512.0,6.0,21.0,114363.0,0.0,25.04792086150813,0.0,0.0,30375.19801878929,,,,,,,,,,,,,,,,,,,,,11.996117365363537,8.233822624820771,24.845668888944488,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1727,86.0,0.0,0.0,612.0,7.0,100.0,114463.0,0.0,158.55356803211924,0.0,0.0,30385.411066770554,,,,,,,,,,,,,,,,,,,,,67.02739955020495,47.854065742724735,152.1549858939006,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1728,86.0,0.0,0.0,662.0,8.0,50.0,114513.0,0.0,96.3573579116803,0.0,0.0,30391.070668935776,,,,,,,,,,,,,,,,,,,,,47.59544719934187,31.01098367977965,94.16582303195399,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1729,86.0,0.0,0.0,729.0,9.0,67.0,114580.0,0.0,97.54198600750989,0.0,0.0,30397.919813632965,,,,,,,,,,,,,,,,,,,,,40.3420128650824,28.199778483746034,95.0290341848849,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1730,86.0,0.0,0.0,864.0,10.0,135.0,114715.0,0.0,182.01460392204694,0.0,0.0,30411.63870859146,,,,,,,,,,,,,,,,,,,,,89.86347002667854,49.3741796169816,170.3927045734447,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1731,86.0,0.0,0.0,900.0,11.0,36.0,114751.0,0.0,38.430053510296034,0.0,0.0,30415.50260066986,,,,,,,,,,,,,,,,,,,,,14.190147234371663,12.98881316930755,37.9951605357697,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732,86.0,0.0,0.0,957.0,12.0,57.0,114808.0,0.0,83.3005859276916,0.0,0.0,30421.328138828278,,,,,,,,,,,,,,,,,,,,,40.997202216541666,27.642533529960744,81.20612222987776,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1733,86.0,0.0,0.0,1060.0,13.0,103.0,114911.0,0.0,156.79861108248878,0.0,0.0,30431.317677021027,,,,,,,,,,,,,,,,,,,,,70.78351125741561,47.118136720095,149.80737436432918,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1734,86.0,0.0,0.0,1184.0,14.0,124.0,115035.0,0.0,132.8313778722561,0.0,0.0,30443.72108912468,,,,,,,,,,,,,,,,,,,,,58.13528350090342,36.810910918690595,125.99922451902658,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1735,86.0,0.0,0.0,1231.0,15.0,47.0,115082.0,0.0,72.73403232211179,0.0,0.0,30448.83934187889,,,,,,,,,,,,,,,,,,,,,33.20664469918935,23.769874652798283,71.31588046630196,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1736,86.0,0.0,0.0,1348.0,16.0,117.0,115199.0,0.0,157.3262558499572,0.0,0.0,30460.451723575592,,,,,,,,,,,,,,,,,,,,,70.95106293572385,46.217248716773014,149.4719510723131,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1737,86.0,0.0,0.0,1412.0,17.0,64.0,115263.0,0.0,105.3515748064874,0.0,0.0,30467.291474342346,,,,,,,,,,,,,,,,,,,,,37.532490200750644,33.02393299878872,103.15570368530616,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738,86.0,0.0,0.0,1548.0,18.0,136.0,115399.0,0.0,191.79608910039133,0.0,0.0,30481.148929595947,,,,,,,,,,,,,,,,,,,,,78.53934589190422,55.168931297683024,181.4775116047901,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739,86.0,0.0,0.0,1660.0,19.0,112.0,115511.0,0.0,161.04921190352024,0.0,0.0,30492.49627351761,,,,,,,,,,,,,,,,,,,,,78.87269350719501,43.249496597308216,152.52035842721045,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740,86.0,0.0,0.0,1696.0,20.0,36.0,115547.0,0.0,57.79473828419352,0.0,0.0,30496.242656230927,,,,,,,,,,,,,,,,,,,,,23.12639189633491,18.597004428709575,57.076283666975776,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1741,87.0,0.0,0.0,78.0,1.0,78.0,115625.0,0.0,103.57605617290699,0.0,0.0,30783.287471294403,,,,,,,,,,,,,,,,,,,,,47.91321741609094,29.789073298379957,100.23717789983327,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742,87.0,0.0,0.0,134.0,2.0,56.0,115681.0,0.0,83.75936645181184,0.0,0.0,30789.025538921356,,,,,,,,,,,,,,,,,,,,,33.226084944251504,27.07150725355204,82.06274913044545,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1743,87.0,0.0,0.0,178.0,3.0,44.0,115725.0,0.0,46.114339882049634,0.0,0.0,30793.544226169586,,,,,,,,,,,,,,,,,,,,,16.109819293246876,15.389446732562863,45.49645524718593,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1744,87.0,0.0,0.0,220.0,4.0,42.0,115767.0,0.0,62.81641655625442,0.0,0.0,30798.060178041458,,,,,,,,,,,,,,,,,,,,,30.41645804026141,21.41422647904945,61.66218803244032,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1745,87.0,0.0,0.0,244.0,5.0,24.0,115791.0,0.0,34.219882205577306,0.0,0.0,30800.87186074257,,,,,,,,,,,,,,,,,,,,,15.694906416267008,12.477070999422308,33.91099252564567,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1746,87.0,0.0,0.0,362.0,6.0,118.0,115909.0,0.0,199.11834747996275,0.0,0.0,30812.63226532936,,,,,,,,,,,,,,,,,,,,,84.29699700548151,63.38501283807499,189.55021270852032,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1747,87.0,0.0,0.0,416.0,7.0,54.0,115963.0,0.0,98.13694203871778,0.0,0.0,30818.11554312706,,,,,,,,,,,,,,,,,,,,,42.72287574917296,30.75588531058331,96.02185443527854,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1748,87.0,0.0,0.0,482.0,8.0,66.0,116029.0,0.0,118.71199079864878,0.0,0.0,30824.958668470383,,,,,,,,,,,,,,,,,,,,,55.06669633298266,37.35035612197067,115.30808971200614,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1749,87.0,0.0,0.0,621.0,9.0,139.0,116168.0,0.0,228.60793404642038,0.0,0.0,30839.00593805313,,,,,,,,,,,,,,,,,,,,,109.98933289767504,58.3807370861472,213.74669641978642,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750,87.0,0.0,0.0,678.0,10.0,57.0,116225.0,0.0,62.02064998671846,0.0,0.0,30845.105444669724,,,,,,,,,,,,,,,,,,,,,20.835797645110254,18.80929610953087,60.954858282654264,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1751,87.0,0.0,0.0,713.0,11.0,35.0,116260.0,0.0,34.12665619223138,0.0,0.0,30848.82519865036,,,,,,,,,,,,,,,,,,,,,13.291264954988359,11.909336450313154,33.72888596184453,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752,87.0,0.0,0.0,752.0,12.0,39.0,116299.0,0.0,54.36802026304403,0.0,0.0,30852.84477376938,,,,,,,,,,,,,,,,,,,,,24.285942730848927,17.794071701294712,53.633084245497166,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1753,87.0,0.0,0.0,959.0,13.0,207.0,116506.0,0.0,323.7640630920227,0.0,0.0,30873.722373723984,,,,,,,,,,,,,,,,,,,,,147.86768829748908,87.76214446346434,293.7426431581158,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1754,87.0,0.0,0.0,1091.0,14.0,132.0,116638.0,0.0,211.89283738520416,0.0,0.0,30886.822112321854,,,,,,,,,,,,,,,,,,,,,93.32274425849526,62.28851068720855,199.97398313537022,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1755,87.0,0.0,0.0,1122.0,15.0,31.0,116669.0,0.0,31.13504745924817,0.0,0.0,30890.14658308029,,,,,,,,,,,,,,,,,,,,,13.606781501774087,9.190251370675671,30.774755969876946,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1756,87.0,0.0,0.0,1279.0,16.0,157.0,116826.0,0.0,236.92675564776886,0.0,0.0,30906.077517032623,,,,,,,,,,,,,,,,,,,,,95.80126770875727,65.81639288276578,222.33039507725317,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1757,87.0,0.0,0.0,1357.0,17.0,78.0,116904.0,0.0,100.10912352213494,0.0,0.0,30914.258453130722,,,,,,,,,,,,,,,,,,,,,43.62274078592652,26.110838611036215,96.90025334727386,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1758,87.0,0.0,0.0,1432.0,18.0,75.0,116979.0,0.0,123.7309698581718,0.0,0.0,30921.839198112488,,,,,,,,,,,,,,,,,,,,,51.907461679016095,37.13035458579533,120.07794604639224,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1759,87.0,0.0,0.0,1547.0,19.0,115.0,117094.0,0.0,170.1459761596188,0.0,0.0,30933.849942922592,,,,,,,,,,,,,,,,,,,,,78.25905598392991,51.12622983277945,161.46896117485542,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760,87.0,0.0,0.0,1741.0,20.0,194.0,117288.0,0.0,296.08162242567545,0.0,0.0,30953.34885430336,,,,,,,,,,,,,,,,,,,,,130.3366188086627,83.18766323086584,272.9664491202809,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
